laditude;longditude;minimum
73.75;333.75;-0.1100000000000000006
73.75;336.25;-0.1300000000000000044
73.75;338.75;-0.1199999999999999956
73.75;341.25;-0.08000000000000000167
73.75;343.75;-0.05000000000000000278
73.75;346.25;-0.05999999999999999778
73.75;348.75;-0.08000000000000000167
73.75;351.25;-0.08999999999999999667
73.75;353.75;-0.1100000000000000006
73.75;356.25;-0.08999999999999999667
73.75;358.75;-0.1000000000000000056
76.25;1.25;-0.08999999999999999667
76.25;3.75;-0.1000000000000000056
76.25;6.25;-0.1100000000000000006
76.25;8.75;-0.1100000000000000006
76.25;11.25;-0.08999999999999999667
76.25;13.75;-0.1100000000000000006
76.25;16.25;-0.08999999999999999667
76.25;18.75;-0.08000000000000000167
76.25;21.25;-0.07000000000000000666
76.25;23.75;-0.07000000000000000666
76.25;26.25;-0.07000000000000000666
76.25;28.75;-0.08000000000000000167
76.25;31.25;-0.07000000000000000666
76.25;33.75;-0.07000000000000000666
76.25;36.25;-0.08000000000000000167
76.25;38.75;-0.05999999999999999778
76.25;41.25;-0.05000000000000000278
76.25;43.75;-0.05999999999999999778
76.25;46.25;-0.04000000000000000083
76.25;48.75;0.05999999999999999778
76.25;51.25;0.07000000000000000666
76.25;53.75;0.1000000000000000056
76.25;56.25;0.1199999999999999956
76.25;58.75;0.1199999999999999956
76.25;61.25;0.1199999999999999956
76.25;63.75;0.1300000000000000044
76.25;66.25;0.1100000000000000006
76.25;68.75;0.1000000000000000056
76.25;71.25;-0.08000000000000000167
76.25;73.75;-0.08000000000000000167
76.25;76.25;-0.08999999999999999667
76.25;78.75;0.1100000000000000006
76.25;81.25;-0.1000000000000000056
76.25;83.75;-0.08999999999999999667
76.25;86.25;-0.08999999999999999667
76.25;88.75;-0.05999999999999999778
76.25;91.25;0.1000000000000000056
76.25;93.75;0.1100000000000000006
76.25;96.25;0.1100000000000000006
76.25;98.75;-0.08000000000000000167
76.25;101.25;-0.08000000000000000167
76.25;103.75;0.05000000000000000278
76.25;106.25;0.05000000000000000278
76.25;108.75;-0.04000000000000000083
76.25;111.25;-0.04000000000000000083
76.25;113.75;0.05999999999999999778
76.25;116.25;0.08999999999999999667
76.25;118.75;0.08999999999999999667
76.25;121.25;0.07000000000000000666
76.25;123.75;-0.07000000000000000666
76.25;126.25;-0.07000000000000000666
76.25;128.75;-0.07000000000000000666
76.25;131.25;-0.07000000000000000666
76.25;133.75;-0.05999999999999999778
76.25;136.25;-0.07000000000000000666
76.25;138.75;-0.07000000000000000666
76.25;141.25;0.05999999999999999778
76.25;143.75;0.07000000000000000666
76.25;146.25;0.1000000000000000056
76.25;148.75;0.08999999999999999667
76.25;151.25;0.1100000000000000006
76.25;153.75;-0.08999999999999999667
76.25;156.25;-0.1199999999999999956
76.25;158.75;-0.1300000000000000044
76.25;161.25;-0.1499999999999999944
76.25;163.75;-0.1499999999999999944
76.25;166.25;-0.1600000000000000033
76.25;168.75;-0.1700000000000000122
76.25;171.25;-0.1499999999999999944
76.25;173.75;-0.1199999999999999956
76.25;176.25;-0.08999999999999999667
76.25;178.75;-0.08000000000000000167
76.25;181.25;-0.08000000000000000167
76.25;183.75;-0.08999999999999999667
76.25;186.25;-0.07000000000000000666
76.25;188.75;-0.07000000000000000666
76.25;191.25;-0.08000000000000000167
76.25;193.75;-0.08999999999999999667
76.25;196.25;-0.1000000000000000056
76.25;198.75;-0.1000000000000000056
76.25;201.25;-0.1000000000000000056
76.25;203.75;-0.08999999999999999667
76.25;206.25;-0.1000000000000000056
76.25;208.75;-0.08000000000000000167
76.25;211.25;-0.08999999999999999667
76.25;213.75;-0.1000000000000000056
76.25;216.25;-0.1199999999999999956
76.25;218.75;-0.1400000000000000133
76.25;221.25;-0.1400000000000000133
76.25;223.75;-0.1400000000000000133
76.25;226.25;-0.1400000000000000133
76.25;228.75;-0.1400000000000000133
76.25;231.25;-0.1400000000000000133
76.25;233.75;-0.1199999999999999956
76.25;236.25;0.1199999999999999956
76.25;238.75;0.1199999999999999956
76.25;241.25;0.1499999999999999944
76.25;243.75;-0.1400000000000000133
76.25;246.25;-0.1600000000000000033
76.25;248.75;-0.1300000000000000044
76.25;251.25;-0.1199999999999999956
76.25;253.75;-0.1000000000000000056
76.25;256.25;-0.07000000000000000666
76.25;258.75;-0.05999999999999999778
76.25;261.25;-0.1000000000000000056
76.25;263.75;-0.1000000000000000056
76.25;266.25;-0.08999999999999999667
76.25;268.75;-0.08999999999999999667
76.25;271.25;-0.1000000000000000056
76.25;273.75;0.08000000000000000167
76.25;276.25;-0.08999999999999999667
76.25;278.75;-0.08999999999999999667
76.25;281.25;0.08999999999999999667
76.25;283.75;-0.08000000000000000167
76.25;286.25;-0.08000000000000000167
76.25;288.75;-0.1000000000000000056
76.25;291.25;-0.1000000000000000056
76.25;293.75;0.1100000000000000006
76.25;296.25;0.1199999999999999956
76.25;298.75;0.1400000000000000133
76.25;301.25;0.1600000000000000033
76.25;303.75;0.1600000000000000033
76.25;306.25;0.1199999999999999956
76.25;308.75;0.1000000000000000056
76.25;311.25;-0.04000000000000000083
76.25;313.75;-0.04000000000000000083
76.25;316.25;-0.04000000000000000083
76.25;318.75;-0.08999999999999999667
76.25;321.25;-0.08999999999999999667
76.25;323.75;-0.05000000000000000278
76.25;326.25;-0.05000000000000000278
76.25;328.75;-0.08000000000000000167
76.25;331.25;-0.07000000000000000666
76.25;333.75;-0.08999999999999999667
76.25;336.25;-0.1000000000000000056
76.25;338.75;-0.08999999999999999667
76.25;341.25;-0.05000000000000000278
76.25;343.75;-0.08000000000000000167
76.25;346.25;0.05999999999999999778
76.25;348.75;0.05999999999999999778
76.25;351.25;-0.07000000000000000666
76.25;353.75;-0.05999999999999999778
76.25;356.25;-0.07000000000000000666
76.25;358.75;-0.08999999999999999667
78.75;1.25;-0.08999999999999999667
78.75;3.75;-0.1000000000000000056
78.75;6.25;-0.1000000000000000056
78.75;8.75;-0.1000000000000000056
78.75;11.25;-0.1000000000000000056
78.75;13.75;-0.1000000000000000056
78.75;16.25;-0.1000000000000000056
78.75;18.75;-0.08000000000000000167
78.75;21.25;-0.07000000000000000666
78.75;23.75;-0.05000000000000000278
78.75;26.25;0.05000000000000000278
78.75;28.75;-0.05000000000000000278
78.75;31.25;-0.05999999999999999778
78.75;33.75;-0.08000000000000000167
78.75;36.25;-0.1000000000000000056
78.75;38.75;0.07000000000000000666
78.75;41.25;-0.08000000000000000167
78.75;43.75;-0.08000000000000000167
78.75;46.25;-0.07000000000000000666
78.75;48.75;0.07000000000000000666
78.75;51.25;0.1100000000000000006
78.75;53.75;0.1100000000000000006
78.75;56.25;0.1300000000000000044
78.75;58.75;0.1600000000000000033
78.75;61.25;0.1400000000000000133
78.75;63.75;0.1300000000000000044
78.75;66.25;0.1499999999999999944
78.75;68.75;0.1400000000000000133
78.75;71.25;0.1300000000000000044
78.75;73.75;0.1300000000000000044
78.75;76.25;0.1100000000000000006
78.75;78.75;0.1300000000000000044
78.75;81.25;0.1300000000000000044
78.75;83.75;0.1199999999999999956
78.75;86.25;0.08000000000000000167
78.75;88.75;0.08000000000000000167
78.75;91.25;-0.08999999999999999667
78.75;93.75;0.1100000000000000006
78.75;96.25;0.08000000000000000167
78.75;98.75;0.1000000000000000056
78.75;101.25;0.1000000000000000056
78.75;103.75;-0.05000000000000000278
78.75;106.25;-0.05999999999999999778
78.75;108.75;-0.08999999999999999667
78.75;111.25;0.07000000000000000666
78.75;113.75;0.1000000000000000056
78.75;116.25;0.1199999999999999956
78.75;118.75;0.08999999999999999667
78.75;121.25;0.07000000000000000666
78.75;123.75;0.08000000000000000167
78.75;126.25;0.08000000000000000167
78.75;128.75;0.05999999999999999778
78.75;131.25;-0.07000000000000000666
78.75;133.75;-0.08000000000000000167
78.75;136.25;0.08000000000000000167
78.75;138.75;0.1000000000000000056
78.75;141.25;-0.08000000000000000167
78.75;143.75;0.08000000000000000167
78.75;146.25;-0.08000000000000000167
78.75;148.75;-0.08000000000000000167
78.75;151.25;-0.08999999999999999667
78.75;153.75;-0.08999999999999999667
78.75;156.25;-0.1300000000000000044
78.75;158.75;-0.1199999999999999956
78.75;161.25;-0.1199999999999999956
78.75;163.75;-0.1300000000000000044
78.75;166.25;-0.1400000000000000133
78.75;168.75;-0.1300000000000000044
78.75;171.25;-0.1199999999999999956
78.75;173.75;-0.08999999999999999667
78.75;176.25;-0.08000000000000000167
78.75;178.75;-0.08000000000000000167
78.75;181.25;-0.08999999999999999667
78.75;183.75;-0.1000000000000000056
78.75;186.25;0.08999999999999999667
78.75;188.75;-0.1000000000000000056
78.75;191.25;-0.08999999999999999667
78.75;193.75;-0.08000000000000000167
78.75;196.25;-0.07000000000000000666
78.75;198.75;-0.07000000000000000666
78.75;201.25;-0.08000000000000000167
78.75;203.75;-0.05999999999999999778
78.75;206.25;-0.07000000000000000666
78.75;208.75;-0.1000000000000000056
78.75;211.25;-0.1100000000000000006
78.75;213.75;-0.07000000000000000666
78.75;216.25;-0.05999999999999999778
78.75;218.75;-0.08999999999999999667
78.75;221.25;-0.08000000000000000167
78.75;223.75;-0.08000000000000000167
78.75;226.25;-0.08999999999999999667
78.75;228.75;-0.08999999999999999667
78.75;231.25;-0.1100000000000000006
78.75;233.75;0.1100000000000000006
78.75;236.25;-0.1199999999999999956
78.75;238.75;-0.1300000000000000044
78.75;241.25;-0.1199999999999999956
78.75;243.75;-0.1000000000000000056
78.75;246.25;-0.1300000000000000044
78.75;248.75;-0.1300000000000000044
78.75;251.25;-0.1199999999999999956
78.75;253.75;-0.1100000000000000006
78.75;256.25;-0.08000000000000000167
78.75;258.75;-0.08999999999999999667
78.75;261.25;-0.08999999999999999667
78.75;263.75;0.08000000000000000167
78.75;266.25;-0.08000000000000000167
78.75;268.75;-0.08999999999999999667
78.75;271.25;-0.1000000000000000056
78.75;273.75;-0.1199999999999999956
78.75;276.25;-0.1000000000000000056
78.75;278.75;-0.1000000000000000056
78.75;281.25;-0.08000000000000000167
78.75;283.75;-0.1000000000000000056
78.75;286.25;-0.08999999999999999667
78.75;288.75;0.08999999999999999667
78.75;291.25;0.1100000000000000006
78.75;293.75;0.1199999999999999956
78.75;296.25;0.1199999999999999956
78.75;298.75;0.1199999999999999956
78.75;301.25;0.1400000000000000133
78.75;303.75;0.1300000000000000044
78.75;306.25;0.1300000000000000044
78.75;308.75;-0.08000000000000000167
78.75;311.25;0.07000000000000000666
78.75;313.75;-0.08000000000000000167
78.75;316.25;-0.07000000000000000666
78.75;318.75;-0.05999999999999999778
78.75;321.25;-0.05000000000000000278
78.75;323.75;-0.05000000000000000278
78.75;326.25;0.05999999999999999778
78.75;328.75;-0.05000000000000000278
78.75;331.25;-0.08000000000000000167
78.75;333.75;-0.07000000000000000666
78.75;336.25;-0.08000000000000000167
78.75;338.75;-0.07000000000000000666
78.75;341.25;-0.07000000000000000666
78.75;343.75;-0.07000000000000000666
78.75;346.25;-0.05000000000000000278
78.75;348.75;-0.05999999999999999778
78.75;351.25;-0.05999999999999999778
78.75;353.75;-0.05999999999999999778
78.75;356.25;-0.07000000000000000666
78.75;358.75;-0.08000000000000000167
81.25;1.25;-0.05000000000000000278
81.25;3.75;-0.07000000000000000666
81.25;6.25;-0.08000000000000000167
81.25;8.75;-0.08999999999999999667
81.25;11.25;-0.08000000000000000167
81.25;13.75;-0.08000000000000000167
81.25;16.25;-0.07000000000000000666
81.25;18.75;-0.08000000000000000167
81.25;21.25;-0.05999999999999999778
81.25;23.75;-0.05999999999999999778
81.25;26.25;0.07000000000000000666
81.25;28.75;-0.05000000000000000278
81.25;31.25;-0.05000000000000000278
81.25;33.75;0.05999999999999999778
81.25;36.25;0.08000000000000000167
81.25;38.75;0.08999999999999999667
81.25;41.25;0.1100000000000000006
81.25;43.75;0.1199999999999999956
81.25;46.25;-0.07000000000000000666
81.25;48.75;0.08000000000000000167
81.25;51.25;0.08999999999999999667
81.25;53.75;-0.07000000000000000666
81.25;56.25;-0.05000000000000000278
81.25;58.75;-0.08000000000000000167
81.25;61.25;-0.07000000000000000666
81.25;63.75;0.07000000000000000666
81.25;66.25;-0.05999999999999999778
81.25;68.75;0.1199999999999999956
81.25;71.25;0.1100000000000000006
81.25;73.75;0.1000000000000000056
81.25;76.25;0.1000000000000000056
81.25;78.75;0.1000000000000000056
81.25;81.25;0.1199999999999999956
81.25;83.75;0.1000000000000000056
81.25;86.25;0.1000000000000000056
81.25;88.75;0.1499999999999999944
81.25;91.25;-0.1100000000000000006
81.25;93.75;-0.1199999999999999956
81.25;96.25;0.1000000000000000056
81.25;98.75;0.1000000000000000056
81.25;101.25;-0.08999999999999999667
81.25;103.75;0.1000000000000000056
81.25;106.25;-0.1000000000000000056
81.25;108.75;0.08999999999999999667
81.25;111.25;-0.08999999999999999667
81.25;113.75;-0.08000000000000000167
81.25;116.25;-0.1100000000000000006
81.25;118.75;-0.08000000000000000167
81.25;121.25;-0.1000000000000000056
81.25;123.75;-0.1000000000000000056
81.25;126.25;-0.1000000000000000056
81.25;128.75;-0.08000000000000000167
81.25;131.25;-0.1000000000000000056
81.25;133.75;-0.1000000000000000056
81.25;136.25;-0.1000000000000000056
81.25;138.75;-0.1199999999999999956
81.25;141.25;-0.1400000000000000133
81.25;143.75;-0.1400000000000000133
81.25;146.25;-0.1400000000000000133
81.25;148.75;-0.1300000000000000044
81.25;151.25;-0.1199999999999999956
81.25;153.75;-0.1300000000000000044
81.25;156.25;-0.1400000000000000133
81.25;158.75;-0.1300000000000000044
81.25;161.25;-0.1300000000000000044
81.25;163.75;-0.1300000000000000044
81.25;166.25;-0.1300000000000000044
81.25;168.75;-0.1199999999999999956
81.25;171.25;-0.1199999999999999956
81.25;173.75;-0.1199999999999999956
81.25;176.25;-0.1100000000000000006
81.25;178.75;-0.1199999999999999956
81.25;181.25;-0.1000000000000000056
81.25;183.75;-0.08999999999999999667
81.25;186.25;-0.08000000000000000167
81.25;188.75;-0.08000000000000000167
81.25;191.25;0.08000000000000000167
81.25;193.75;-0.08000000000000000167
81.25;196.25;-0.08000000000000000167
81.25;198.75;0.08000000000000000167
81.25;201.25;0.07000000000000000666
81.25;203.75;0.08000000000000000167
81.25;206.25;0.07000000000000000666
81.25;208.75;-0.07000000000000000666
81.25;211.25;-0.05999999999999999778
81.25;213.75;0.07000000000000000666
81.25;216.25;0.05999999999999999778
81.25;218.75;-0.05000000000000000278
81.25;221.25;-0.05000000000000000278
81.25;223.75;-0.07000000000000000666
81.25;226.25;-0.05999999999999999778
81.25;228.75;-0.07000000000000000666
81.25;231.25;-0.07000000000000000666
81.25;233.75;-0.08999999999999999667
81.25;236.25;-0.08000000000000000167
81.25;238.75;-0.07000000000000000666
81.25;241.25;-0.07000000000000000666
81.25;243.75;-0.07000000000000000666
81.25;246.25;-0.07000000000000000666
81.25;248.75;0.07000000000000000666
81.25;251.25;-0.07000000000000000666
81.25;253.75;-0.08000000000000000167
81.25;256.25;-0.08999999999999999667
81.25;258.75;-0.08999999999999999667
81.25;261.25;0.08999999999999999667
81.25;263.75;-0.08999999999999999667
81.25;266.25;-0.1000000000000000056
81.25;268.75;-0.08000000000000000167
81.25;271.25;-0.08999999999999999667
81.25;273.75;-0.08000000000000000167
81.25;276.25;-0.08999999999999999667
81.25;278.75;-0.08000000000000000167
81.25;281.25;-0.07000000000000000666
81.25;283.75;-0.1000000000000000056
81.25;286.25;-0.07000000000000000666
81.25;288.75;-0.1000000000000000056
81.25;291.25;0.1000000000000000056
81.25;293.75;0.1100000000000000006
81.25;296.25;0.1300000000000000044
81.25;298.75;0.1400000000000000133
81.25;301.25;0.1499999999999999944
81.25;303.75;0.1700000000000000122
81.25;306.25;0.1199999999999999956
81.25;308.75;-0.08000000000000000167
81.25;311.25;-0.05999999999999999778
81.25;313.75;-0.05999999999999999778
81.25;316.25;-0.05000000000000000278
81.25;318.75;0.05999999999999999778
81.25;321.25;0.07000000000000000666
81.25;323.75;0.08999999999999999667
81.25;326.25;0.08999999999999999667
81.25;328.75;0.08000000000000000167
81.25;331.25;0.08999999999999999667
81.25;333.75;0.05000000000000000278
81.25;336.25;0.04000000000000000083
81.25;338.75;-0.02999999999999999889
81.25;341.25;-0.05000000000000000278
81.25;343.75;-0.05000000000000000278
81.25;346.25;-0.04000000000000000083
81.25;348.75;-0.04000000000000000083
81.25;351.25;-0.07000000000000000666
81.25;353.75;-0.05000000000000000278
81.25;356.25;-0.05999999999999999778
81.25;358.75;-0.04000000000000000083
83.75;1.25;-0.05999999999999999778
83.75;3.75;-0.07000000000000000666
83.75;6.25;-0.07000000000000000666
83.75;8.75;-0.07000000000000000666
83.75;11.25;-0.07000000000000000666
83.75;13.75;-0.08999999999999999667
83.75;16.25;-0.1000000000000000056
83.75;18.75;-0.1199999999999999956
83.75;21.25;-0.1100000000000000006
83.75;23.75;-0.1100000000000000006
83.75;26.25;-0.1100000000000000006
83.75;28.75;-0.08999999999999999667
83.75;31.25;-0.08999999999999999667
83.75;33.75;-0.08000000000000000167
83.75;36.25;-0.08999999999999999667
83.75;38.75;-0.08999999999999999667
83.75;41.25;-0.08999999999999999667
83.75;43.75;-0.08999999999999999667
83.75;46.25;-0.1100000000000000006
83.75;48.75;-0.08000000000000000167
83.75;51.25;-0.1000000000000000056
83.75;53.75;-0.1000000000000000056
83.75;56.25;0.1000000000000000056
83.75;58.75;-0.1100000000000000006
83.75;61.25;-0.08999999999999999667
83.75;63.75;-0.08999999999999999667
83.75;66.25;-0.08999999999999999667
83.75;68.75;-0.08999999999999999667
83.75;71.25;-0.1000000000000000056
83.75;73.75;-0.07000000000000000666
83.75;76.25;-0.08999999999999999667
83.75;78.75;-0.08000000000000000167
83.75;81.25;-0.07000000000000000666
83.75;83.75;0.08000000000000000167
83.75;86.25;0.08000000000000000167
83.75;88.75;0.08000000000000000167
83.75;91.25;0.1499999999999999944
83.75;93.75;0.08999999999999999667
83.75;96.25;0.1000000000000000056
83.75;98.75;0.1300000000000000044
83.75;101.25;0.1100000000000000006
83.75;103.75;0.1100000000000000006
83.75;106.25;0.1199999999999999956
83.75;108.75;0.1199999999999999956
83.75;111.25;0.08999999999999999667
83.75;113.75;0.07000000000000000666
83.75;116.25;0.1100000000000000006
83.75;118.75;0.1100000000000000006
83.75;121.25;0.1100000000000000006
83.75;123.75;0.1000000000000000056
83.75;126.25;0.1199999999999999956
83.75;128.75;0.1100000000000000006
83.75;131.25;0.1100000000000000006
83.75;133.75;0.08999999999999999667
83.75;136.25;0.1100000000000000006
83.75;138.75;0.1100000000000000006
83.75;141.25;0.1300000000000000044
83.75;143.75;0.1000000000000000056
83.75;146.25;-0.1000000000000000056
83.75;148.75;-0.1000000000000000056
83.75;151.25;-0.1000000000000000056
83.75;153.75;-0.08999999999999999667
83.75;156.25;-0.08000000000000000167
